EBFFFBAL_00003	K07478
AGAMACGB_00328	K12622
AGAMACGB_00337	K01170
AGAMACGB_00342	K01493
AGAMACGB_00346	K03671
AGAMACGB_00363	K15899
AGAMACGB_00366	K07011
AGAMACGB_00367	K10747
AGAMACGB_00381	K03609
AGAMACGB_00387	K02503
AGAMACGB_00405	K01937
AGAMACGB_00430	K00027
AGAMACGB_00434	K05595
AGAMACGB_00443	K01889
AGAMACGB_00458	K01867
AGAMACGB_00467	K14538
AGAMACGB_00487	K07456
AGAMACGB_00494	K10947
AGAMACGB_00503	K06942
AGAMACGB_00509	K01409
AGAMACGB_00535	K07572
AGAMACGB_00539	K03057
AGAMACGB_00540	K04802
AGAMACGB_00560	K13148
AGAMACGB_00565	K03546
AGAMACGB_00568	K00175
AGAMACGB_00570	K06147
AGAMACGB_00575	K19589
AGAMACGB_00583	K12589
AGAMACGB_00590	K00940
AGAMACGB_00591	K10872
AGAMACGB_00595	K07027
AGAMACGB_00607	K07729
AGAMACGB_00609	K04487
AGAMACGB_00612	K03386
AGAMACGB_00613	K00326
AGAMACGB_00617	K10773
AGAMACGB_00657	K00070
AGAMACGB_00658	K00067
AGAMACGB_00725	K09716
AGAMACGB_00731	K00574
AGAMACGB_00743	K08068
AGAMACGB_00751	K01001
AGAMACGB_00752	K07151
AGAMACGB_00762	K01893
AGAMACGB_00803	K03166
OGDMEJJP_00002	K03168
OGDMEJJP_00004	K01462
OGDMEJJP_00005	K00604
OGDMEJJP_00018	K01878
OGDMEJJP_00021	K03305
OGDMEJJP_00023	K05596
OGDMEJJP_00024	K06895
OGDMEJJP_00026	K03799
OGDMEJJP_00028	K02470
OGDMEJJP_00030	K13523
OGDMEJJP_00032	K02313
OGDMEJJP_00033	K02914
OGDMEJJP_00035	K03217
OGDMEJJP_00037	K03495
OGDMEJJP_00038	K03501
OGDMEJJP_00042	K02108
OGDMEJJP_00043	K02110
OGDMEJJP_00047	K02115
OGDMEJJP_00048	K02112
OGDMEJJP_00057	K03657
OGDMEJJP_00059	K02335
OGDMEJJP_00060	K03978
OGDMEJJP_00068	K01589
OGDMEJJP_00070	K07566
OGDMEJJP_00080	K07221
OGDMEJJP_00087	K03628
OGDMEJJP_00099	K03797
OGDMEJJP_00108	K03924
OGDMEJJP_00109	K03644
OGDMEJJP_00110	K03801
OGDMEJJP_00112	K07258
OGDMEJJP_00113	K03642
OGDMEJJP_00115	K05837
OGDMEJJP_00121	K01869
OGDMEJJP_00124	K06189
OGDMEJJP_00125	K07042
OGDMEJJP_00126	K06217
OGDMEJJP_00127	K06168
OGDMEJJP_00130	K01885
OGDMEJJP_00142	K02434
OGDMEJJP_00143	K02433
OGDMEJJP_00145	K03569
OGDMEJJP_00146	K03570
OGDMEJJP_00153	K03386
OGDMEJJP_00162	K12818
OGDMEJJP_00166	K07056
OGDMEJJP_00170	K00940
OGDMEJJP_00180	K00088
OGDMEJJP_00181	K01951
OGDMEJJP_00183	K00549
OGDMEJJP_00185	K00821
OGDMEJJP_00186	K04564
OGDMEJJP_00190	K07146
OGDMEJJP_00193	K00773
OGDMEJJP_00194	K03210
OGDMEJJP_00195	K03072
OGDMEJJP_00197	K01092
OGDMEJJP_00207	K03438
OGDMEJJP_00209	K03587
OGDMEJJP_00212	K01000
OGDMEJJP_00217	K07305
OGDMEJJP_00219	K00451
OGDMEJJP_00222	K02563
OGDMEJJP_00231	K03590
OGDMEJJP_00232	K03531
OGDMEJJP_00233	K02535
OGDMEJJP_00235	K03070
OGDMEJJP_00247	K03568
OGDMEJJP_00248	K03592
OGDMEJJP_00254	K10773
OGDMEJJP_00268	K05366
OGDMEJJP_00273	K02507
OGDMEJJP_00278	K01599
OGDMEJJP_00279	K00954
OGDMEJJP_00281	K10563
OGDMEJJP_00290	K00615
OGDMEJJP_00291	K00134
OGDMEJJP_00294	K01624
OGDMEJJP_00296	K07783
OGDMEJJP_00302	K03087
OGDMEJJP_00310	K07689
OGDMEJJP_00312	K00995
OGDMEJJP_00316	K01479
OGDMEJJP_00317	K01468
OGDMEJJP_00320	K03834
OGDMEJJP_00330	K06694
OGDMEJJP_00344	K02406
OGDMEJJP_00347	K03216
OGDMEJJP_00350	K01494
OGDMEJJP_00353	K07259
OGDMEJJP_00355	K11175
OGDMEJJP_00364	K01512
OGDMEJJP_00365	K06153
OGDMEJJP_00368	K01881
OGDMEJJP_00379	K13010
OGDMEJJP_00381	K18850
OGDMEJJP_00383	K03503
OGDMEJJP_00393	K02406
OGDMEJJP_00396	K02397
OGDMEJJP_00398	K02395
OGDMEJJP_00399	K02394
OGDMEJJP_00400	K02393
OGDMEJJP_00401	K02392
OGDMEJJP_00405	K02388
OGDMEJJP_00407	K00575
OGDMEJJP_00415	K02676
OGDMEJJP_00424	K02078
OGDMEJJP_00425	K00059
OGDMEJJP_00426	K00645
OGDMEJJP_00427	K00648
OGDMEJJP_00428	K03621
OGDMEJJP_00437	K10039
OGDMEJJP_00439	K02029
OGDMEJJP_00440	K10041
OGDMEJJP_00444	K00970
OGDMEJJP_00448	K00928
OGDMEJJP_00449	K03563
OGDMEJJP_00473	K02065
OGDMEJJP_00474	K02066
OGDMEJJP_00479	K00790
OGDMEJJP_00480	K17103
OGDMEJJP_00483	K03789
OGDMEJJP_00486	K06954
OGDMEJJP_00487	K10208
OGDMEJJP_00490	K00591
OGDMEJJP_00491	K01887
OGDMEJJP_00493	K02469
OGDMEJJP_00522	K07552
OGDMEJJP_00526	K07552
OGDMEJJP_00527	K04343
OGDMEJJP_00535	K01955
OGDMEJJP_00537	K02427
OGDMEJJP_00538	K03798
OGDMEJJP_00540	K03431
OGDMEJJP_00551	K17989
OGDMEJJP_00552	K03608
OGDMEJJP_00553	K03609
OGDMEJJP_00554	K03610
OGDMEJJP_00561	K13019
OGDMEJJP_00565	K13018
OGDMEJJP_00570	K06867
OGDMEJJP_00578	K14792
OGDMEJJP_00589	K00526
OGDMEJJP_00590	K00525
OGDMEJJP_00595	K07494
OGDMEJJP_00596	K07494
OGDMEJJP_00604	K00003
OGDMEJJP_00609	K02836
OGDMEJJP_00610	K04567
OGDMEJJP_00612	K09159
OGDMEJJP_00618	K02072
OGDMEJJP_00620	K01126
OGDMEJJP_00637	K22372
OGDMEJJP_00642	K07153
OGDMEJJP_00643	K00566
OGDMEJJP_00650	K06076
OGDMEJJP_00656	K03723
OGDMEJJP_00667	K02029
OGDMEJJP_00668	K10036
OGDMEJJP_00675	K03177
OGDMEJJP_00676	K02956
OGDMEJJP_00677	K00962
OGDMEJJP_00678	K09768
OGDMEJJP_00681	K21071
OGDMEJJP_00686	K21218
OGDMEJJP_00691	K03092
OGDMEJJP_00694	K03406
OGDMEJJP_00701	K03270
OGDMEJJP_00702	K06041
OGDMEJJP_00708	K08735
OGDMEJJP_00711	K01627
OGDMEJJP_00712	K01937
OGDMEJJP_00714	K01962
OGDMEJJP_00715	K22038
OGDMEJJP_00716	K03310
OGDMEJJP_00717	K03424
OGDMEJJP_00719	K07076
OGDMEJJP_00741	K09889
OGDMEJJP_00750	K02031
OGDMEJJP_00751	K02034
OGDMEJJP_00752	K02033
OGDMEJJP_00753	K02035
OGDMEJJP_00756	K08218
OGDMEJJP_00766	K02492
OGDMEJJP_00767	K02835
OGDMEJJP_00768	K02493
OGDMEJJP_00775	K13821
OGDMEJJP_00776	K05807
OGDMEJJP_00777	K06180
OGDMEJJP_00792	K02871
OGDMEJJP_00794	K00411
OGDMEJJP_00795	K00412
OGDMEJJP_00797	K03599
OGDMEJJP_00798	K03600
OGDMEJJP_00805	K03777
OGDMEJJP_00808	K07121
OGDMEJJP_00809	K01873
OGDMEJJP_00810	K01255
OGDMEJJP_00820	K02506
OGDMEJJP_00824	K02653
OGDMEJJP_00825	K02652
OGDMEJJP_00830	K00627
OGDMEJJP_00831	K00382
OGDMEJJP_00834	K03573
OGDMEJJP_00836	K03648
OGDMEJJP_00838	K01425
OGDMEJJP_00845	K04485
OGDMEJJP_00852	K03544
OGDMEJJP_00853	K01358
OGDMEJJP_00854	K03545
OGDMEJJP_00859	K01491
OGDMEJJP_00864	K01883
OGDMEJJP_00877	K00140
OGDMEJJP_00878	K03338
OGDMEJJP_00880	K01935
OGDMEJJP_00885	K04760
OGDMEJJP_00894	K01736
OGDMEJJP_00896	K03086
OGDMEJJP_00898	K09117
OGDMEJJP_00900	K01409
OGDMEJJP_00903	K08591
OGDMEJJP_00911	K03110
OGDMEJJP_00914	K03834
OGDMEJJP_00919	K03408
OGDMEJJP_00927	K03407
OGDMEJJP_00934	K00111
OGDMEJJP_00935	K01726
OGDMEJJP_00942	K16868
OGDMEJJP_00948	K01807
OGDMEJJP_00950	K01673
OGDMEJJP_00951	K01934
OGDMEJJP_00953	K09895
OGDMEJJP_00954	K18573
OGDMEJJP_00960	K02437
OGDMEJJP_00963	K08311
OGDMEJJP_00966	K00560
OGDMEJJP_00969	K06223
OGDMEJJP_00977	K02884
OGDMEJJP_00986	K03522
OGDMEJJP_00989	K06920
OGDMEJJP_00991	K00600
OGDMEJJP_00993	K03625
OGDMEJJP_00996	K00963
OGDMEJJP_00997	K12984
OGDMEJJP_01013	K07001
OGDMEJJP_01025	K01875
OGDMEJJP_01026	K03634
OGDMEJJP_01028	K00384
OGDMEJJP_01047	K09765
OGDMEJJP_01062	K16872
OGDMEJJP_01066	K03529
OGDMEJJP_01069	K00857
OGDMEJJP_01070	K11741
OGDMEJJP_01077	K03415
OGDMEJJP_01093	K07114
OGDMEJJP_01098	K00627
OGDMEJJP_01099	K00162
OGDMEJJP_01101	K00263
OGDMEJJP_01103	K02557
OGDMEJJP_01104	K02556
OGDMEJJP_01106	K13789
OGDMEJJP_01107	K01737
OGDMEJJP_01108	K09007
OGDMEJJP_01114	K02837
OGDMEJJP_01120	K09928
OGDMEJJP_01126	K01104
OGDMEJJP_01133	K06173
OGDMEJJP_01134	K01963
OGDMEJJP_01139	K15371
OGDMEJJP_01148	K02386
OGDMEJJP_01159	K03470
OGDMEJJP_01160	K00748
OGDMEJJP_01162	K02372
OGDMEJJP_01170	K00869
OGDMEJJP_01171	K00021
OGDMEJJP_01172	K00981
OGDMEJJP_01173	K14215
OGDMEJJP_01174	K02838
OGDMEJJP_01176	K02357
OGDMEJJP_01178	K01265
OGDMEJJP_01188	K00209
OGDMEJJP_01194	K01989
OGDMEJJP_01195	K05832
OGDMEJJP_01204	K01069
OGDMEJJP_01213	K01591
OGDMEJJP_01214	K14026
OGDMEJJP_01221	K13775
OGDMEJJP_01230	K19788
OGDMEJJP_01231	K01056
OGDMEJJP_01232	K02897
OGDMEJJP_01233	K00948
OGDMEJJP_01237	K10942
OGDMEJJP_01238	K02481
OGDMEJJP_01240	K02409
OGDMEJJP_01241	K02410
OGDMEJJP_01243	K02412
OGDMEJJP_01245	K20978
OGDMEJJP_01246	K01674
OGDMEJJP_01248	K02415
OGDMEJJP_01250	K02417
OGDMEJJP_01252	K02419
OGDMEJJP_01255	K02401
OGDMEJJP_01256	K02400
OGDMEJJP_01259	K02405
OGDMEJJP_01261	K03407
OGDMEJJP_01262	K03412
OGDMEJJP_01263	K02556
OGDMEJJP_01266	K03408
OGDMEJJP_01270	K15987
OGDMEJJP_01273	K18554
OGDMEJJP_01280	K07491
OGDMEJJP_01281	K07496
OGDMEJJP_01288	K00252
OGDMEJJP_01293	K02274
OGDMEJJP_01294	K02275
OGDMEJJP_01297	K02528
OGDMEJJP_01298	K03771
OGDMEJJP_01305	K02259
OGDMEJJP_01322	K02527
OGDMEJJP_01336	K01800
OGDMEJJP_01337	K16171
OGDMEJJP_01338	K00457
OGDMEJJP_01342	K00262
OGDMEJJP_01343	K00500
OGDMEJJP_01344	K03301
OGDMEJJP_01345	K01640
OGDMEJJP_01346	K14541
OGDMEJJP_01351	K00626
OGDMEJJP_01352	K00253
OGDMEJJP_01362	K03711
OGDMEJJP_01364	K00858
OGDMEJJP_01367	K03686
OGDMEJJP_01378	K06215
OGDMEJJP_01383	K15759
OGDMEJJP_01386	K04066
OGDMEJJP_01388	K01419
OGDMEJJP_01389	K03667
OGDMEJJP_01392	K03688
OGDMEJJP_01398	K01259
OGDMEJJP_01403	K01915
OGDMEJJP_01412	K07001
OGDMEJJP_01415	K00343
OGDMEJJP_01417	K03883
OGDMEJJP_01420	K00338
OGDMEJJP_01421	K00337
OGDMEJJP_01422	K00336
OGDMEJJP_01425	K00333
OGDMEJJP_01426	K00332
OGDMEJJP_01428	K00330
OGDMEJJP_01433	K04079
OGDMEJJP_01438	K03704
OGDMEJJP_01446	K00219
OGDMEJJP_01450	K01448
OGDMEJJP_01453	K03666
OGDMEJJP_01457	K01939
OGDMEJJP_01458	K12573
OGDMEJJP_01459	K03218
OGDMEJJP_01462	K02990
OGDMEJJP_01465	K02314
OGDMEJJP_01468	K01507
OGDMEJJP_01473	K01139
OGDMEJJP_01478	K03655
OGDMEJJP_01481	K00673
OGDMEJJP_01482	K06447
OGDMEJJP_01486	K09815
OGDMEJJP_01487	K09817
OGDMEJJP_01488	K09816
OGDMEJJP_01498	K02888
OGDMEJJP_01499	K02899
OGDMEJJP_01500	K03979
OGDMEJJP_01503	K03980
OGDMEJJP_01504	K01870
OGDMEJJP_01512	K01876
OGDMEJJP_01515	K01159
OGDMEJJP_01517	K03551
OGDMEJJP_01519	K03562
OGDMEJJP_01520	K03560
OGDMEJJP_01523	K03640
OGDMEJJP_01525	K10026
OGDMEJJP_01531	K03321
OGDMEJJP_01541	K03548
OGDMEJJP_01542	K03567
OGDMEJJP_01546	K01923
OGDMEJJP_01551	K01992
OGDMEJJP_01552	K13926
OGDMEJJP_01553	K01993
OGDMEJJP_01562	K03557
OGDMEJJP_01563	K05540
OGDMEJJP_01568	K02687
OGDMEJJP_01569	K01961
OGDMEJJP_01570	K02160
OGDMEJJP_01577	K04077
OGDMEJJP_01580	K07220
OGDMEJJP_01587	K03830
OGDMEJJP_01593	K01902
OGDMEJJP_01594	K01903
OGDMEJJP_01595	K00658
OGDMEJJP_01596	K00164
OGDMEJJP_01598	K00239
OGDMEJJP_01601	K01647
OGDMEJJP_01604	K07783
OGDMEJJP_01606	K03553
OGDMEJJP_01613	K03702
OGDMEJJP_01614	K00812
OGDMEJJP_01625	K01889
OGDMEJJP_01626	K02887
OGDMEJJP_01629	K01868
OGDMEJJP_01631	K01681
OGDMEJJP_01633	K01802
OGDMEJJP_01643	K00948
OGDMEJJP_01649	K09014
OGDMEJJP_01650	K09013
OGDMEJJP_01652	K01766
OGDMEJJP_01659	K16291
OGDMEJJP_01678	K00958
OGDMEJJP_01680	K00390
OGDMEJJP_01696	K03313
OGDMEJJP_01698	K08309
OGDMEJJP_01699	K00031
OGDMEJJP_01701	K06891
OGDMEJJP_01702	K03694
OGDMEJJP_01703	K02518
OGDMEJJP_01705	K00567
OGDMEJJP_01707	K01716
OGDMEJJP_01717	K09978
OGDMEJJP_01726	K01758
OGDMEJJP_01727	K01697
OGDMEJJP_01734	K19416
OGDMEJJP_01739	K07689
OGDMEJJP_01741	K00995
OGDMEJJP_01746	K03111
OGDMEJJP_01752	K03701
OGDMEJJP_01754	K03342
OGDMEJJP_01762	K02879
OGDMEJJP_01763	K03040
OGDMEJJP_01767	K03076
OGDMEJJP_01768	K02876
OGDMEJJP_01769	K02988
OGDMEJJP_01771	K02933
OGDMEJJP_01774	K02931
OGDMEJJP_01775	K02895
OGDMEJJP_01776	K02874
OGDMEJJP_01779	K02878
OGDMEJJP_01781	K02890
OGDMEJJP_01782	K02965
OGDMEJJP_01785	K02926
OGDMEJJP_01786	K02906
OGDMEJJP_01788	K02358
OGDMEJJP_01789	K02355
OGDMEJJP_01790	K02992
OGDMEJJP_01797	K11150
OGDMEJJP_01803	K03046
OGDMEJJP_01804	K03043
OGDMEJJP_01805	K02935
OGDMEJJP_01806	K02864
OGDMEJJP_01807	K02863
OGDMEJJP_01808	K02867
OGDMEJJP_01809	K02601
OGDMEJJP_01819	K02669
OGDMEJJP_01826	K09761
OGDMEJJP_01828	K01251
OGDMEJJP_01829	K00789
OGDMEJJP_01839	K15778
OGDMEJJP_01842	K02902
OGDMEJJP_01844	K00989
OGDMEJJP_01847	K07787
OGDMEJJP_01848	K07798
OGDMEJJP_01860	K06133
OGDMEJJP_01866	K00108
OGDMEJJP_01872	K19239
OGDMEJJP_01882	K02356
OGDMEJJP_01883	K04568
OGDMEJJP_01885	K00456
OGDMEJJP_01911	K14573
OGDMEJJP_01913	K08973
OGDMEJJP_01918	K01866
OGDMEJJP_01922	K09667
OGDMEJJP_01956	K14985
OGDMEJJP_01961	K00674
OGDMEJJP_01963	K01580
OGDMEJJP_01971	K01595
OGDMEJJP_01986	K03723
OGDMEJJP_01991	K03608
OGDMEJJP_01992	K03609
OGDMEJJP_01993	K03610
OGDMEJJP_02005	K00384
OGDMEJJP_02007	K02054
OGDMEJJP_02008	K02054
OGDMEJJP_02009	K01150
OGDMEJJP_02018	K03087
OGDMEJJP_02028	K02356
OGDMEJJP_02029	K04568
OGDMEJJP_02031	K00456
OGDMEJJP_02041	K02108
OGDMEJJP_02042	K02110
OGDMEJJP_02043	K02109
OGDMEJJP_02054	K00812
OGDMEJJP_02058	K11959
OGDMEJJP_02068	K01480
OGDMEJJP_02073	K01673
OGDMEJJP_02074	K08591
OGDMEJJP_02078	K07488
OGDMEJJP_02081	K18320
OGDMEJJP_02103	K07494
OGDMEJJP_02104	K07494
OGDMEJJP_02115	K01586
OGDMEJJP_02119	K13038
OGDMEJJP_02128	K04078
OGDMEJJP_02129	K04077
OGDMEJJP_02134	K04045
OGDMEJJP_02142	K09786
OGDMEJJP_02143	K07180
OGDMEJJP_02148	K07278
OGDMEJJP_02149	K02049
OGDMEJJP_02153	K02342
OGDMEJJP_02154	K03596
OGDMEJJP_02155	K03100
OGDMEJJP_02157	K03595
OGDMEJJP_02160	K03215
OGDMEJJP_02163	K07678
OGDMEJJP_02164	K00951
OGDMEJJP_02174	K01843
OGDMEJJP_02176	K07154
OGDMEJJP_02182	K00029
OGDMEJJP_02183	K00024
OGDMEJJP_02196	K01586
OGDMEJJP_02205	K00826
OGDMEJJP_02206	K03625
OGDMEJJP_02217	K03563
OGDMEJJP_02218	K00928
OGDMEJJP_02219	K01872
OGDMEJJP_02222	K00970
OGDMEJJP_02225	K01507
OGDMEJJP_02228	K02314
OGDMEJJP_02231	K02990
OGDMEJJP_02236	K03186
OGDMEJJP_02243	K00526
OGDMEJJP_02244	K00525
OGDMEJJP_02248	K09125
OGDMEJJP_02251	K07652
OGDMEJJP_02264	K07305
OGDMEJJP_02272	K03313
OGDMEJJP_02274	K08309
OGDMEJJP_02276	K07291
OGDMEJJP_02277	K01858
OGDMEJJP_02278	K00663
AHNJCBNO_00020	K09728
AHNJCBNO_00031	K11754
AHNJCBNO_00041	K07502
AHNJCBNO_00042	K03555
AHNJCBNO_00045	K06269
AHNJCBNO_00056	K03049
AHNJCBNO_00059	K02977
AHNJCBNO_00061	K01537
AHNJCBNO_00063	K07577
AHNJCBNO_00070	K10896
AHNJCBNO_00088	K07566
AHNJCBNO_00089	K06989
AHNJCBNO_00090	K03517
AHNJCBNO_00091	K07096
AHNJCBNO_00102	K01251
AHNJCBNO_00105	K00787
AHNJCBNO_00106	K06675
AHNJCBNO_00107	K07405
AHNJCBNO_00119	K17993
AHNJCBNO_00121	K16951
AHNJCBNO_00133	K07442
AHNJCBNO_00138	K01520
AHNJCBNO_00156	K01880
AHNJCBNO_00159	K01649
AHNJCBNO_00160	K01703
AHNJCBNO_00161	K01704
AHNJCBNO_00162	K10978
AHNJCBNO_00163	K05827
AHNJCBNO_00164	K05829
AHNJCBNO_00167	K09251
AHNJCBNO_00169	K04800
AHNJCBNO_00170	K06889
AHNJCBNO_00171	K01873
AHNJCBNO_00174	K01872
AHNJCBNO_00176	K00134
AHNJCBNO_00181	K17103
AHNJCBNO_00185	K00525
AHNJCBNO_00186	K19221
AHNJCBNO_00187	K00525
AHNJCBNO_00188	K01611
AHNJCBNO_00190	K03769
AHNJCBNO_00191	K03547
AHNJCBNO_00195	K06961
AHNJCBNO_00197	K02967
AHNJCBNO_00200	K04484
AHNJCBNO_00203	K11936
AHNJCBNO_00210	K01883
AHNJCBNO_00217	K03072
AHNJCBNO_00222	K14564
AHNJCBNO_00227	K00788
AHNJCBNO_00235	K11142
AHNJCBNO_00251	K00174
AHNJCBNO_00252	K00175
AHNJCBNO_00256	K00615
AHNJCBNO_00261	K17686
AHNJCBNO_00269	K03653
AHNJCBNO_00273	K03386
AHNJCBNO_00291	K16318
AHNJCBNO_00341	K07159
AHNJCBNO_00350	K02470
AHNJCBNO_00373	K02917
AHNJCBNO_00384	K03330
AHNJCBNO_00395	K03243
AHNJCBNO_00398	K07575
AHNJCBNO_00399	K09738
AHNJCBNO_00405	K06178
AHNJCBNO_00407	K06215
AHNJCBNO_00413	K13963
AHNJCBNO_00414	K13963
AHNJCBNO_00422	K19955
AHNJCBNO_00429	K06943
AHNJCBNO_00437	K00794
AHNJCBNO_00438	K00793
AHNJCBNO_00439	K07732
AHNJCBNO_00441	K08851
AHNJCBNO_00448	K00615
AHNJCBNO_00452	K11752
AHNJCBNO_00455	K07562
AHNJCBNO_00459	K01892
AHNJCBNO_00462	K04069
AHNJCBNO_00468	K03627
AHNJCBNO_00494	K14711
AHNJCBNO_00495	K14811
AHNJCBNO_00522	K05979
AHNJCBNO_00538	K01870
AHNJCBNO_00548	K09125
AHNJCBNO_00554	K18779
AHNJCBNO_00555	K09765
AHNJCBNO_00557	K01893
AHNJCBNO_00559	K02978
AHNJCBNO_00567	K03572
AHNJCBNO_00579	K10716
AHNJCBNO_00622	K02992
AHNJCBNO_00627	K03041
AHNJCBNO_00628	K03044
AHNJCBNO_00630	K03053
AHNJCBNO_00640	K02966
AHNJCBNO_00648	K22447
AHNJCBNO_00649	K03106
AHNJCBNO_00652	K11392
AHNJCBNO_00661	K00571
AHNJCBNO_00665	K00558
AHNJCBNO_00680	K04487
AHNJCBNO_00685	K03724
AHNJCBNO_00692	K06874
AHNJCBNO_00697	K03057
AHNJCBNO_00708	K01953
AHNJCBNO_00710	K11540
AHNJCBNO_00713	K01940
AHNJCBNO_00722	K09716
AHNJCBNO_00730	K01869
AHNJCBNO_00731	K07137
AHNJCBNO_00734	K02960
AHNJCBNO_00735	K02871
AHNJCBNO_00737	K03047
AHNJCBNO_00738	K02955
AHNJCBNO_00739	K02986
AHNJCBNO_00740	K02964
AHNJCBNO_00743	K01875
AHNJCBNO_00757	K04794
AHNJCBNO_00759	K01803
AHNJCBNO_00764	K01139
AHNJCBNO_00765	K01265
AHNJCBNO_00766	K02921
AHNJCBNO_00769	K04798
AHNJCBNO_00780	K13525
AHNJCBNO_00782	K09482
AHNJCBNO_00784	K00612
AHNJCBNO_00795	K00948
AHNJCBNO_00798	K00784
AHNJCBNO_00799	K01170
AHNJCBNO_00801	K10726
AHNJCBNO_00802	K03120
AHNJCBNO_00803	K03151
AHNJCBNO_00824	K01890
AHNJCBNO_00825	K01889
AHNJCBNO_00828	K01895
AHNJCBNO_00829	K01507
AHNJCBNO_00831	K02120
AHNJCBNO_00832	K02118
AHNJCBNO_00833	K02117
AHNJCBNO_00835	K02119
AHNJCBNO_00838	K02123
AHNJCBNO_00840	K06965
AHNJCBNO_00847	K07738
AHNJCBNO_00849	K06174
AHNJCBNO_00852	K01916
AHNJCBNO_00854	K03574
AHNJCBNO_00857	K03166
AHNJCBNO_00858	K03167
AHNJCBNO_00862	K06942
AHNJCBNO_00866	K06883
AHNJCBNO_00875	K03431
AHNJCBNO_00876	K04042
AHNJCBNO_00884	K00012
AHNJCBNO_00900	K21749
AHNJCBNO_00906	K13010
AHNJCBNO_00918	K02003
AHNJCBNO_00926	K01893
AHNJCBNO_00930	K01876
AHNJCBNO_00959	K10725
AHNJCBNO_00961	K02322
AHNJCBNO_00963	K03238
AHNJCBNO_00972	K04801
AHNJCBNO_00975	K01271
AHNJCBNO_00977	K03420
AHNJCBNO_00983	K02892
AHNJCBNO_00984	K02886
AHNJCBNO_00985	K02965
AHNJCBNO_00987	K02985
AHNJCBNO_00990	K03538
AHNJCBNO_00992	K02874
AHNJCBNO_00997	K02994
AHNJCBNO_01002	K02988
AHNJCBNO_01005	K03076
AHNJCBNO_01007	K02915
AHNJCBNO_01008	K02875
AHNJCBNO_01009	K00859
AHNJCBNO_01017	K00609
AHNJCBNO_01019	K17828
AHNJCBNO_01042	K04802
AHNJCBNO_01047	K07029
AHNJCBNO_01049	K02469
AHNJCBNO_01053	K04483
AHNJCBNO_01055	K02316
AHNJCBNO_01056	K03799
AHNJCBNO_01062	K15449
AHNJCBNO_01067	K03405
AHNJCBNO_01077	K07129
AHNJCBNO_01088	K00150
AHNJCBNO_01089	K00616
AHNJCBNO_01091	K03841
AHNJCBNO_01093	K01840
AHNJCBNO_01101	K03432
AHNJCBNO_01102	K14574
AHNJCBNO_01103	K03679
AHNJCBNO_01105	K12589
AHNJCBNO_01109	K04796
AHNJCBNO_01110	K02922
AHNJCBNO_01114	K02929
AHNJCBNO_01115	K00729
AHNJCBNO_01119	K03622
AHNJCBNO_01126	K01091
AHNJCBNO_01127	K03686
AHNJCBNO_01137	K03124
AHNJCBNO_01142	K18931
AHNJCBNO_01146	K00948
AHNJCBNO_01150	K03168
AHNJCBNO_01155	K13809
AHNJCBNO_01173	K07446
AHNJCBNO_01175	K03308
AHNJCBNO_01178	K03263
AHNJCBNO_01189	K02003
AHNJCBNO_01194	K03701
AHNJCBNO_01195	K03703
AHNJCBNO_01200	K11927
AHNJCBNO_01211	K07305
AHNJCBNO_01215	K09118
AHNJCBNO_01218	K06885
AHNJCBNO_01224	K00384
AHNJCBNO_01225	K06176
AHNJCBNO_01243	K15450
AHNJCBNO_01248	K08177
AHNJCBNO_01250	K04773
AHNJCBNO_01261	K00759
AHNJCBNO_01262	K00772
AHNJCBNO_01264	K03531
AHNJCBNO_01265	K20215
AHNJCBNO_01266	K03284
AHNJCBNO_01278	K00948
AHNJCBNO_01279	K07572
AHNJCBNO_01285	K02956
AHNJCBNO_01288	K10844
AHNJCBNO_01291	K05982
AHNJCBNO_01294	K10773
AHNJCBNO_01299	K01868
AHNJCBNO_01303	K02979
AHNJCBNO_01305	K00940
AHNJCBNO_01306	K03234
AHNJCBNO_01308	K03231
AHNJCBNO_01309	K02946
AHNJCBNO_01320	K01409
AHNJCBNO_01321	K04076
AHNJCBNO_01325	K01006
AHNJCBNO_01330	K03408
AHNJCBNO_01331	K03406
AHNJCBNO_01337	K01581
AHNJCBNO_01338	K18787
AHNJCBNO_01339	K00809
AHNJCBNO_01341	K11131
AHNJCBNO_01358	K05770
AHNJCBNO_01359	K00600
AHNJCBNO_01367	K00555
AHNJCBNO_01374	K01974
AHNJCBNO_01379	K11778
AHNJCBNO_01391	K00869
AHNJCBNO_01392	K01597
AHNJCBNO_01393	K00938
AHNJCBNO_01397	K07579
AHNJCBNO_01401	K16052
AHNJCBNO_01408	K00845
AHNJCBNO_01409	K15916
AHNJCBNO_01410	K02877
AHNJCBNO_01434	K08641
AHNJCBNO_01437	K07023
AHNJCBNO_01444	K07449
AHNJCBNO_01447	K03427
AHNJCBNO_01449	K01154
AHNJCBNO_01454	K00789
AHNJCBNO_01458	K03424
AHNJCBNO_01466	K00729
AHNJCBNO_01468	K02342
AHNJCBNO_01476	K22579
AHNJCBNO_01481	K07457
AHNJCBNO_01490	K06482
AHNJCBNO_01496	K03049
AHNJCBNO_01499	K02977
AHNJCBNO_01502	K02869
AHNJCBNO_01503	K02864
AHNJCBNO_01509	K02739
AHNJCBNO_01510	K07041
AHNJCBNO_01517	K02866
AHNJCBNO_01522	K03531
AHNJCBNO_01523	K03775
AHNJCBNO_01524	K02991
